Landkreis,Crop,Variety,A_ha,P_per_A,P_t,Year
Kreisfreie Staedte,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,4.63,,2010
Kreisfreie Staedte,Getreide,Hafer,265,,,2010
Kreisfreie Staedte,Getreide,Koernermais (einschl. Corn-Cob-Mix),,6.7,,2010
Kreisfreie Staedte,Getreide,Roggen,,,,2010
Kreisfreie Staedte,Getreide,Roggen und Wintermenggetreide,3407,4.34,14780,2010
Kreisfreie Staedte,Getreide,Sommergerste,33,,,2010
Kreisfreie Staedte,Getreide,Triticale,616,4.77,2939,2010
Kreisfreie Staedte,Getreide,Weizen zusammen,1153,5.25,6061,2010
Kreisfreie Staedte,Getreide,Wintergerste,586,,,2010
Kreisfreie Staedte,Getreide,Winterweizen einschl. Dinkel,,5.56,,2010
Kreisfreie Staedte,Hackfruechte,Kartoffeln zusammen,29,,,2010
Kreisfreie Staedte,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2010
Kreisfreie Staedte,Hackfruechte,Zuckerrueben,,,,2010
Kreisfreie Staedte,Huelsenfruechte,Erbsen,,,,2010
Kreisfreie Staedte,Huelsenfruechte,Lupinen,,,,2010
Kreisfreie Staedte,Oelfruechte,Raps und Ruebsen zusammen,,,,2010
Kreisfreie Staedte,Oelfruechte,Sonnenblumen,,,,2010
Kreisfreie Staedte,Oelfruechte,Winterraps,,,,2010
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,6154,4.56,28086,2010
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2010
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,2573,7.6,19549,2010
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2010
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,12406,30.93,383743,2010
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,4342,3.27,14198,2010
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,2398,2.50875729774812,6016,2010
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2010
Maerkisch-Oderland,Getreide,Brotgetreide zusammen,,,,2010
Maerkisch-Oderland,Getreide,Futter- und Industriegetreide,,,,2010
Maerkisch-Oderland,Getreide,Gerste zusammen,7438,5.87,43696,2010
Maerkisch-Oderland,Getreide,Getreide insgesamt,66902,5.57,372662,2010
Maerkisch-Oderland,Getreide,Getreide zur Ganzpflanzenernte,,,,2010
Maerkisch-Oderland,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),61328,5.38,330061,2010
Maerkisch-Oderland,Getreide,Hafer,876,4.07,3566,2010
Maerkisch-Oderland,Getreide,Koernermais (einschl. Corn-Cob-Mix),5573,7.64,42601,2010
Maerkisch-Oderland,Getreide,Roggen,,,,2010
Maerkisch-Oderland,Getreide,Roggen und Wintermenggetreide,15995,4.48,71610,2010
Maerkisch-Oderland,Getreide,Sommergerste,509,3.56,1815,2010
Maerkisch-Oderland,Getreide,Triticale,3495,4.24,14829,2010
Maerkisch-Oderland,Getreide,Weizen zusammen,33458,5.87,196294,2010
Maerkisch-Oderland,Getreide,Wintergerste,6929,6.04,41882,2010
Maerkisch-Oderland,Getreide,Winterweizen einschl. Dinkel,31928,5.89,188077,2010
Maerkisch-Oderland,Hackfruechte,Kartoffeln zusammen,143,23.83,3403,2010
Maerkisch-Oderland,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2010
Maerkisch-Oderland,Hackfruechte,Zuckerrueben,1723,53.37,91973,2010
Maerkisch-Oderland,Huelsenfruechte,Erbsen,977,2.40532241555783,2350,2010
Maerkisch-Oderland,Huelsenfruechte,Lupinen,,1,,2010
Maerkisch-Oderland,Oelfruechte,Raps und Ruebsen zusammen,,,,2010
Maerkisch-Oderland,Oelfruechte,Sonnenblumen,,,,2010
Maerkisch-Oderland,Oelfruechte,Winterraps,,,,2010
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,3565,2.61065918653576,9307,2010
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2010
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,620,4.76,2951,2010
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2010
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,8234,26.84,220984,2010
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,18184,4.34,78863,2010
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,3333,3.99,13282,2010
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2010
Oberhavel,Getreide,Brotgetreide zusammen,,,,2010
Oberhavel,Getreide,Futter- und Industriegetreide,,,,2010
Oberhavel,Getreide,Gerste zusammen,3360,5.44,18281,2010
Oberhavel,Getreide,Getreide insgesamt,22520,4.36,98199,2010
Oberhavel,Getreide,Getreide zur Ganzpflanzenernte,,,,2010
Oberhavel,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),22111,4.37,96672,2010
Oberhavel,Getreide,Hafer,799,3.74,2990,2010
Oberhavel,Getreide,Koernermais (einschl. Corn-Cob-Mix),409,3.73,1527,2010
Oberhavel,Getreide,Roggen,,,,2010
Oberhavel,Getreide,Roggen und Wintermenggetreide,10576,3.72,39382,2010
Oberhavel,Getreide,Sommergerste,188,,,2010
Oberhavel,Getreide,Triticale,4585,4.45,20419,2010
Oberhavel,Getreide,Weizen zusammen,2774,5.62,15583,2010
Oberhavel,Getreide,Wintergerste,3172,,,2010
Oberhavel,Getreide,Winterweizen einschl. Dinkel,2724,5.66,15415,2010
Oberhavel,Hackfruechte,Kartoffeln zusammen,323,23.63,7629,2010
Oberhavel,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2010
Oberhavel,Hackfruechte,Zuckerrueben,,,,2010
Oberhavel,Huelsenfruechte,Erbsen,,,,2010
Oberhavel,Huelsenfruechte,Lupinen,686,0.992711370262391,681,2010
Oberhavel,Oelfruechte,Raps und Ruebsen zusammen,,,,2010
Oberhavel,Oelfruechte,Sonnenblumen,,,,2010
Oberhavel,Oelfruechte,Winterraps,,,,2010
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,1993,4.89,9751,2010
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2010
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,2056,4.46,9169,2010
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2010
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,4687,34.35,160993,2010
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,3868,7.18,27791,2010
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,2865,5.26,15070,2010
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2010
Oberspreewald-Lausitz,Getreide,Brotgetreide zusammen,,,,2010
Oberspreewald-Lausitz,Getreide,Futter- und Industriegetreide,,,,2010
Oberspreewald-Lausitz,Getreide,Gerste zusammen,1496,5.27,7886,2010
Oberspreewald-Lausitz,Getreide,Getreide insgesamt,14602,4.02,58638,2010
Oberspreewald-Lausitz,Getreide,Getreide zur Ganzpflanzenernte,,,,2010
Oberspreewald-Lausitz,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),13782,3.82,52647,2010
Oberspreewald-Lausitz,Getreide,Hafer,341,2.41642228739003,824,2010
Oberspreewald-Lausitz,Getreide,Koernermais (einschl. Corn-Cob-Mix),820,7.3,5991,2010
Oberspreewald-Lausitz,Getreide,Roggen,,,,2010
Oberspreewald-Lausitz,Getreide,Roggen und Wintermenggetreide,8124,3.62,29391,2010
Oberspreewald-Lausitz,Getreide,Sommergerste,145,2.51724137931035,365,2010
Oberspreewald-Lausitz,Getreide,Triticale,1920,3.5,6719,2010
Oberspreewald-Lausitz,Getreide,Weizen zusammen,1879,4.16,7817,2010
Oberspreewald-Lausitz,Getreide,Wintergerste,1351,5.57,7521,2010
Oberspreewald-Lausitz,Getreide,Winterweizen einschl. Dinkel,1802,4.25,7668,2010
Oberspreewald-Lausitz,Hackfruechte,Kartoffeln zusammen,475,28.67,13619,2010
Oberspreewald-Lausitz,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2010
Oberspreewald-Lausitz,Hackfruechte,Zuckerrueben,,,,2010
Oberspreewald-Lausitz,Huelsenfruechte,Erbsen,,1.9,,2010
Oberspreewald-Lausitz,Huelsenfruechte,Lupinen,461,1.3,598,2010
Oberspreewald-Lausitz,Oelfruechte,Raps und Ruebsen zusammen,,,,2010
Oberspreewald-Lausitz,Oelfruechte,Sonnenblumen,,,,2010
Oberspreewald-Lausitz,Oelfruechte,Winterraps,,,,2010
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,3606,4.01,14447,2010
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2010
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,2203,8.43,18573,2010
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2010
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,10432,27.86,290663,2010
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,7380,3.46,25544,2010
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,5437,3.41,18533,2010
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2010
Oder-Spree,Getreide,Brotgetreide zusammen,,,,2010
Oder-Spree,Getreide,Futter- und Industriegetreide,,,,2010
Oder-Spree,Getreide,Gerste zusammen,3082,5.15,15861,2010
Oder-Spree,Getreide,Getreide insgesamt,31915,3.95,126144,2010
Oder-Spree,Getreide,Getreide zur Ganzpflanzenernte,,,,2010
Oder-Spree,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),30766,3.87,119145,2010
Oder-Spree,Getreide,Hafer,922,2.52711496746204,2330,2010
Oder-Spree,Getreide,Koernermais (einschl. Corn-Cob-Mix),1150,6.09,7000,2010
Oder-Spree,Getreide,Roggen,,,,2010
Oder-Spree,Getreide,Roggen und Wintermenggetreide,18266,3.3,60264,2010
Oder-Spree,Getreide,Sommergerste,290,3.3,954,2010
Oder-Spree,Getreide,Triticale,2976,3.79,11281,2010
Oder-Spree,Getreide,Weizen zusammen,5383,5.45,29357,2010
Oder-Spree,Getreide,Wintergerste,2793,5.34,14907,2010
Oder-Spree,Getreide,Winterweizen einschl. Dinkel,5331,5.47,29155,2010
Oder-Spree,Hackfruechte,Kartoffeln zusammen,226,27.61,6241,2010
Oder-Spree,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2010
Oder-Spree,Hackfruechte,Zuckerrueben,,,,2010
Oder-Spree,Huelsenfruechte,Erbsen,390,1.94102564102564,757,2010
Oder-Spree,Huelsenfruechte,Lupinen,2129,1,2135,2010
Oder-Spree,Oelfruechte,Raps und Ruebsen zusammen,,,,2010
Oder-Spree,Oelfruechte,Sonnenblumen,,,,2010
Oder-Spree,Oelfruechte,Winterraps,,,,2010
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,5630,4.36,24574,2010
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2010
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,1496,7.79,11661,2010
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2010
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,15565,29.66,461615,2010
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,27596,5.84,161053,2010
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,5239,4.36,22841,2010
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2010
Ostprignitz-Ruppin,Getreide,Brotgetreide zusammen,,,,2010
Ostprignitz-Ruppin,Getreide,Futter- und Industriegetreide,,,,2010
Ostprignitz-Ruppin,Getreide,Gerste zusammen,7104,5.84,41465,2010
Ostprignitz-Ruppin,Getreide,Getreide insgesamt,42029,5.22,219448,2010
Ostprignitz-Ruppin,Getreide,Getreide zur Ganzpflanzenernte,,,,2010
Ostprignitz-Ruppin,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),39481,5.13,202729,2010
Ostprignitz-Ruppin,Getreide,Hafer,1629,3.84,6256,2010
Ostprignitz-Ruppin,Getreide,Koernermais (einschl. Corn-Cob-Mix),2549,6.56,16720,2010
Ostprignitz-Ruppin,Getreide,Roggen,,,,2010
Ostprignitz-Ruppin,Getreide,Roggen und Wintermenggetreide,17722,4.35,77084,2010
Ostprignitz-Ruppin,Getreide,Sommergerste,615,3.76,2310,2010
Ostprignitz-Ruppin,Getreide,Triticale,3592,5.26,18885,2010
Ostprignitz-Ruppin,Getreide,Weizen zusammen,9418,6.27,59033,2010
Ostprignitz-Ruppin,Getreide,Wintergerste,6489,6.03,39155,2010
Ostprignitz-Ruppin,Getreide,Winterweizen einschl. Dinkel,9050,6.33,57323,2010
Ostprignitz-Ruppin,Hackfruechte,Kartoffeln zusammen,1395,35.85,50007,2010
Ostprignitz-Ruppin,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2010
Ostprignitz-Ruppin,Hackfruechte,Zuckerrueben,57,,,2010
Ostprignitz-Ruppin,Huelsenfruechte,Erbsen,500,2.266,1133,2010
Ostprignitz-Ruppin,Huelsenfruechte,Lupinen,1066,1.35647279549719,1446,2010
Ostprignitz-Ruppin,Oelfruechte,Raps und Ruebsen zusammen,,,,2010
Ostprignitz-Ruppin,Oelfruechte,Sonnenblumen,,,,2010
Ostprignitz-Ruppin,Oelfruechte,Winterraps,,,,2010
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,4828,3.35,16164,2010
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2010
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,1285,5.56,7151,2010
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2010
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,12966,26.25,340342,2010
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,20639,4.93,101762,2010
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,6426,4.53,29120,2010
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2010
Potsdam-Mittelmark,Getreide,Brotgetreide zusammen,,,,2010
Potsdam-Mittelmark,Getreide,Futter- und Industriegetreide,,,,2010
Potsdam-Mittelmark,Getreide,Gerste zusammen,3981,5.39,21443,2010
Potsdam-Mittelmark,Getreide,Getreide insgesamt,37846,4.65,176129,2010
Potsdam-Mittelmark,Getreide,Getreide zur Ganzpflanzenernte,,,,2010
Potsdam-Mittelmark,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),36221,4.59,166380,2010
Potsdam-Mittelmark,Getreide,Hafer,991,2.76892028254289,2744,2010
Potsdam-Mittelmark,Getreide,Koernermais (einschl. Corn-Cob-Mix),1625,6,9749,2010
Potsdam-Mittelmark,Getreide,Roggen,,,,2010
Potsdam-Mittelmark,Getreide,Roggen und Wintermenggetreide,21285,4.29,91224,2010
Potsdam-Mittelmark,Getreide,Sommergerste,240,3.05833333333333,734,2010
Potsdam-Mittelmark,Getreide,Triticale,4466,4.49,20069,2010
Potsdam-Mittelmark,Getreide,Weizen zusammen,5418,5.68,30785,2010
Potsdam-Mittelmark,Getreide,Wintergerste,3741,5.54,20709,2010
Potsdam-Mittelmark,Getreide,Winterweizen einschl. Dinkel,5359,5.7,30551,2010
Potsdam-Mittelmark,Hackfruechte,Kartoffeln zusammen,369,24.37,8991,2010
Potsdam-Mittelmark,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2010
