Landkreis,Crop,Variety,A_ha,P_per_A,P_t,Year
Uckermark,Getreide,Futter- und Industriegetreide,,,,2014
Uckermark,Getreide,Gerste zusammen,18300,7.88,144300,2014
Uckermark,Getreide,Getreide insgesamt,80700,7.69,620200,2014
Uckermark,Getreide,Getreide zur Ganzpflanzenernte,,,,2014
Uckermark,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),79800,7.68,612400,2014
Uckermark,Getreide,Hafer,1200,4.4,5300,2014
Uckermark,Getreide,Koernermais (einschl. Corn-Cob-Mix),900,8.8,7800,2014
Uckermark,Getreide,Roggen,,,,2014
Uckermark,Getreide,Roggen und Wintermenggetreide,8100,4.89,39600,2014
Uckermark,Getreide,Sommergerste,900,2.88888888888889,2600,2014
Uckermark,Getreide,Triticale,2400,5.17,12500,2014
Uckermark,Getreide,Weizen zusammen,49400,8.29,409800,2014
Uckermark,Getreide,Wintergerste,17500,8.12,141700,2014
Uckermark,Getreide,Winterweizen einschl. Dinkel,48500,8.4,407300,2014
Uckermark,Hackfruechte,Kartoffeln zusammen,,,,2014
Uckermark,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2014
Uckermark,Hackfruechte,Zuckerrueben,4000,83.92,334400,2014
Uckermark,Huelsenfruechte,Erbsen,200,2.92,600,2014
Uckermark,Huelsenfruechte,Lupinen,600,1.83333333333333,1100,2014
Uckermark,Oelfruechte,Raps und Ruebsen zusammen,,,,2014
Uckermark,Oelfruechte,Sonnenblumen,900,1.66666666666667,1500,2014
Uckermark,Oelfruechte,Winterraps,32300,4.64,150000,2014
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,2400,5.55,13200,2015
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2015
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,2500,5.66,14200,2015
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2015
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,5800,29.91,174200,2015
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,5700,4.15,23700,2015
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,2100,5.97,12800,2015
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2015
Barnim,Getreide,Brotgetreide zusammen,,,,2015
Barnim,Getreide,Futter- und Industriegetreide,,,,2015
Barnim,Getreide,Gerste zusammen,4100,5.15,21000,2015
Barnim,Getreide,Getreide insgesamt,19600,4.83,94900,2015
Barnim,Getreide,Getreide zur Ganzpflanzenernte,,,,2015
Barnim,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),19200,4.79,91800,2015
Barnim,Getreide,Hafer,800,3.32,2600,2015
Barnim,Getreide,Koernermais (einschl. Corn-Cob-Mix),,6.72,3200,2015
Barnim,Getreide,Roggen,,,,2015
Barnim,Getreide,Roggen und Wintermenggetreide,5600,4.19,23700,2015
Barnim,Getreide,Sommergerste,500,2,1000,2015
Barnim,Getreide,Triticale,3000,4.73,14100,2015
Barnim,Getreide,Weizen zusammen,5700,5.35,30400,2015
Barnim,Getreide,Wintergerste,3600,5.58,20000,2015
Barnim,Getreide,Winterweizen einschl. Dinkel,5400,5.45,29500,2015
Barnim,Hackfruechte,Kartoffeln zusammen,,,,2015
Barnim,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2015
Barnim,Hackfruechte,Zuckerrueben,100,,,2015
Barnim,Huelsenfruechte,Erbsen,,3.47,,2015
Barnim,Huelsenfruechte,Lupinen,500,1,500,2015
Barnim,Oelfruechte,Raps und Ruebsen zusammen,,,,2015
Barnim,Oelfruechte,Sonnenblumen,500,2,1000,2015
Barnim,Oelfruechte,Winterraps,5400,3.69,20100,2015
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,,,2015
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2015
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,300,,,2015
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2015
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,100,,,2015
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,300,,,2015
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,,,2015
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2015
Brandenburg an der Havel (KfS),Getreide,Brotgetreide zusammen,,,,2015
Brandenburg an der Havel (KfS),Getreide,Futter- und Industriegetreide,,,,2015
Brandenburg an der Havel (KfS),Getreide,Gerste zusammen,,,,2015
Brandenburg an der Havel (KfS),Getreide,Getreide insgesamt,1300,,,2015
Brandenburg an der Havel (KfS),Getreide,Getreide zur Ganzpflanzenernte,,,,2015
Brandenburg an der Havel (KfS),Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),600,,,2015
Brandenburg an der Havel (KfS),Getreide,Hafer,200,,,2015
Brandenburg an der Havel (KfS),Getreide,Koernermais (einschl. Corn-Cob-Mix),700,,,2015
Brandenburg an der Havel (KfS),Getreide,Roggen,,,,2015
Brandenburg an der Havel (KfS),Getreide,Roggen und Wintermenggetreide,300,,,2015
Brandenburg an der Havel (KfS),Getreide,Sommergerste,,,,2015
Brandenburg an der Havel (KfS),Getreide,Triticale,100,,,2015
Brandenburg an der Havel (KfS),Getreide,Weizen zusammen,,,,2015
Brandenburg an der Havel (KfS),Getreide,Wintergerste,100,,,2015
Brandenburg an der Havel (KfS),Getreide,Winterweizen einschl. Dinkel,,,,2015
Brandenburg an der Havel (KfS),Hackfruechte,Kartoffeln zusammen,,,,2015
Brandenburg an der Havel (KfS),Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2015
Brandenburg an der Havel (KfS),Hackfruechte,Zuckerrueben,,,,2015
Brandenburg an der Havel (KfS),Huelsenfruechte,Erbsen,0,,,2015
Brandenburg an der Havel (KfS),Huelsenfruechte,Lupinen,300,,,2015
Brandenburg an der Havel (KfS),Oelfruechte,Raps und Ruebsen zusammen,,,,2015
Brandenburg an der Havel (KfS),Oelfruechte,Sonnenblumen,0,,,2015
Brandenburg an der Havel (KfS),Oelfruechte,Winterraps,200,,,2015
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,300,,,2015
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2015
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,100,,,2015
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2015
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,100,,,2015
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,1000,,,2015
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,,,2015
Cottbus (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2015
Cottbus (KfS),Getreide,Brotgetreide zusammen,,,,2015
Cottbus (KfS),Getreide,Futter- und Industriegetreide,,,,2015
Cottbus (KfS),Getreide,Gerste zusammen,100,,,2015
Cottbus (KfS),Getreide,Getreide insgesamt,2200,,,2015
Cottbus (KfS),Getreide,Getreide zur Ganzpflanzenernte,,,,2015
Cottbus (KfS),Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),2100,,,2015
Cottbus (KfS),Getreide,Hafer,300,,,2015
Cottbus (KfS),Getreide,Koernermais (einschl. Corn-Cob-Mix),100,,,2015
Cottbus (KfS),Getreide,Roggen,,,,2015
Cottbus (KfS),Getreide,Roggen und Wintermenggetreide,1400,,,2015
Cottbus (KfS),Getreide,Sommergerste,0,,,2015
Cottbus (KfS),Getreide,Triticale,100,,,2015
Cottbus (KfS),Getreide,Weizen zusammen,200,,,2015
Cottbus (KfS),Getreide,Wintergerste,100,,,2015
Cottbus (KfS),Getreide,Winterweizen einschl. Dinkel,200,,,2015
Cottbus (KfS),Hackfruechte,Kartoffeln zusammen,0,,,2015
Cottbus (KfS),Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2015
Cottbus (KfS),Hackfruechte,Zuckerrueben,,,,2015
Cottbus (KfS),Huelsenfruechte,Erbsen,0,,,2015
Cottbus (KfS),Huelsenfruechte,Lupinen,200,,,2015
Cottbus (KfS),Oelfruechte,Raps und Ruebsen zusammen,,,,2015
Cottbus (KfS),Oelfruechte,Sonnenblumen,300,,,2015
Cottbus (KfS),Oelfruechte,Winterraps,100,,,2015
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,2400,4.09,9700,2015
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2015
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,2400,5.39,12900,2015
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2015
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,7800,27.48,214400,2015
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,14900,5.04,74900,2015
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,6200,5.27,32900,2015
Dahme-Spreewald,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2015
Dahme-Spreewald,Getreide,Brotgetreide zusammen,,,,2015
Dahme-Spreewald,Getreide,Futter- und Industriegetreide,,,,2015
Dahme-Spreewald,Getreide,Gerste zusammen,3800,5.45,20600,2015
Dahme-Spreewald,Getreide,Getreide insgesamt,25300,4.51,114000,2015
Dahme-Spreewald,Getreide,Getreide zur Ganzpflanzenernte,,,,2015
Dahme-Spreewald,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),24900,4.47,111000,2015
Dahme-Spreewald,Getreide,Hafer,1000,1.2,1200,2015
Dahme-Spreewald,Getreide,Koernermais (einschl. Corn-Cob-Mix),400,6.93,3000,2015
Dahme-Spreewald,Getreide,Roggen,,,,2015
Dahme-Spreewald,Getreide,Roggen und Wintermenggetreide,14900,4.2,62400,2015
Dahme-Spreewald,Getreide,Sommergerste,300,3.48,1200,2015
Dahme-Spreewald,Getreide,Triticale,2500,4.51,11200,2015
Dahme-Spreewald,Getreide,Weizen zusammen,2700,5.8,15500,2015
Dahme-Spreewald,Getreide,Wintergerste,3400,5.65,19400,2015
Dahme-Spreewald,Getreide,Winterweizen einschl. Dinkel,2600,5.85,15300,2015
Dahme-Spreewald,Hackfruechte,Kartoffeln zusammen,700,26.94,18400,2015
Dahme-Spreewald,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2015
Dahme-Spreewald,Hackfruechte,Zuckerrueben,0,,,2015
Dahme-Spreewald,Huelsenfruechte,Erbsen,300,2.33333333333333,700,2015
Dahme-Spreewald,Huelsenfruechte,Lupinen,2000,0.75,1500,2015
Dahme-Spreewald,Oelfruechte,Raps und Ruebsen zusammen,,,,2015
Dahme-Spreewald,Oelfruechte,Sonnenblumen,1800,1.66666666666667,3000,2015
Dahme-Spreewald,Oelfruechte,Winterraps,3000,3.46,10300,2015
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,2100,5.45,11400,2015
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2015
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,1000,5.46,5400,2015
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2015
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,13100,25.7,335600,2015
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,15100,5.76,87000,2015
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,7100,6.14,43300,2015
Elbe-Elster,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2015
Elbe-Elster,Getreide,Brotgetreide zusammen,,,,2015
Elbe-Elster,Getreide,Futter- und Industriegetreide,,,,2015
Elbe-Elster,Getreide,Gerste zusammen,6600,,,2015
Elbe-Elster,Getreide,Getreide insgesamt,36800,5.22,192100,2015
Elbe-Elster,Getreide,Getreide zur Ganzpflanzenernte,,,,2015
Elbe-Elster,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),34800,5.19,180700,2015
Elbe-Elster,Getreide,Hafer,1000,2.7,2700,2015
Elbe-Elster,Getreide,Koernermais (einschl. Corn-Cob-Mix),2000,5.69,11400,2015
Elbe-Elster,Getreide,Roggen,,,,2015
Elbe-Elster,Getreide,Roggen und Wintermenggetreide,14400,4.44,64100,2015
Elbe-Elster,Getreide,Sommergerste,200,,,2015
Elbe-Elster,Getreide,Triticale,5800,4.84,28100,2015
Elbe-Elster,Getreide,Weizen zusammen,6800,6.86,47000,2015
Elbe-Elster,Getreide,Wintergerste,6500,5.88,38000,2015
Elbe-Elster,Getreide,Winterweizen einschl. Dinkel,6800,6.89,46900,2015
Elbe-Elster,Hackfruechte,Kartoffeln zusammen,200,27.28,6500,2015
Elbe-Elster,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2015
Elbe-Elster,Hackfruechte,Zuckerrueben,300,62.28,18500,2015
Elbe-Elster,Huelsenfruechte,Erbsen,,,,2015
Elbe-Elster,Huelsenfruechte,Lupinen,700,1.42857142857143,1000,2015
Elbe-Elster,Oelfruechte,Raps und Ruebsen zusammen,,,,2015
Elbe-Elster,Oelfruechte,Sonnenblumen,1500,2,3000,2015
Elbe-Elster,Oelfruechte,Winterraps,6000,3.31,19800,2015
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,400,,,2015
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2015
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,300,7.45,2000,2015
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2015
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,1600,17.45,27500,2015
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,400,3.95,1700,2015
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,100,,,2015
Frankfurt (Oder) (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2015
Frankfurt (Oder) (KfS),Getreide,Brotgetreide zusammen,,,,2015
Frankfurt (Oder) (KfS),Getreide,Futter- und Industriegetreide,,,,2015
Frankfurt (Oder) (KfS),Getreide,Gerste zusammen,300,,,2015
Frankfurt (Oder) (KfS),Getreide,Getreide insgesamt,2100,6.4,13600,2015
Frankfurt (Oder) (KfS),Getreide,Getreide zur Ganzpflanzenernte,,,,2015
Frankfurt (Oder) (KfS),Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),2000,,,2015
Frankfurt (Oder) (KfS),Getreide,Hafer,0,,,2015
Frankfurt (Oder) (KfS),Getreide,Koernermais (einschl. Corn-Cob-Mix),200,,,2015
Frankfurt (Oder) (KfS),Getreide,Roggen,,,,2015
Frankfurt (Oder) (KfS),Getreide,Roggen und Wintermenggetreide,1100,6.76,7400,2015
Frankfurt (Oder) (KfS),Getreide,Sommergerste,0,,,2015
Frankfurt (Oder) (KfS),Getreide,Triticale,200,5.18,1200,2015
Frankfurt (Oder) (KfS),Getreide,Weizen zusammen,,,,2015
Frankfurt (Oder) (KfS),Getreide,Wintergerste,300,6.31,2100,2015
Frankfurt (Oder) (KfS),Getreide,Winterweizen einschl. Dinkel,,,,2015
Frankfurt (Oder) (KfS),Hackfruechte,Kartoffeln zusammen,,,,2015
Frankfurt (Oder) (KfS),Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2015
Frankfurt (Oder) (KfS),Hackfruechte,Zuckerrueben,,,,2015
Frankfurt (Oder) (KfS),Huelsenfruechte,Erbsen,,,,2015
Frankfurt (Oder) (KfS),Huelsenfruechte,Lupinen,100,,,2015
Frankfurt (Oder) (KfS),Oelfruechte,Raps und Ruebsen zusammen,,,,2015
Frankfurt (Oder) (KfS),Oelfruechte,Sonnenblumen,100,2,200,2015
Frankfurt (Oder) (KfS),Oelfruechte,Winterraps,500,3.37,1800,2015
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,1300,4.17,5300,2015
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2015
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,1100,6.18,6700,2015
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2015
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,10900,31.78,345300,2015
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,24400,5.42,132100,2015
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,5000,4.43,22200,2015
Havelland,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2015
Havelland,Getreide,Brotgetreide zusammen,,,,2015
Havelland,Getreide,Futter- und Industriegetreide,,,,2015
Havelland,Getreide,Gerste zusammen,6500,6.07,39600,2015
Havelland,Getreide,Getreide insgesamt,32800,5.79,190100,2015
Havelland,Getreide,Getreide zur Ganzpflanzenernte,,,,2015
Havelland,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),31900,5.75,183300,2015
Havelland,Getreide,Hafer,500,3.9,2100,2015
Havelland,Getreide,Koernermais (einschl. Corn-Cob-Mix),1000,6.94,6800,2015
Havelland,Getreide,Roggen,,,,2015
Havelland,Getreide,Roggen und Wintermenggetreide,11300,4.65,52600,2015
Havelland,Getreide,Sommergerste,600,4.4,2700,2015
Havelland,Getreide,Triticale,2700,5.74,15300,2015
Havelland,Getreide,Weizen zusammen,10800,6.83,73600,2015
Havelland,Getreide,Wintergerste,5900,6.24,37000,2015
Havelland,Getreide,Winterweizen einschl. Dinkel,10600,6.87,72900,2015
Havelland,Hackfruechte,Kartoffeln zusammen,200,33.14,7800,2015
Havelland,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2015
Havelland,Hackfruechte,Zuckerrueben,200,80.09,15900,2015
Havelland,Huelsenfruechte,Erbsen,200,2.5,500,2015
Havelland,Huelsenfruechte,Lupinen,400,1.25,500,2015
Havelland,Oelfruechte,Raps und Ruebsen zusammen,,,,2015
Havelland,Oelfruechte,Sonnenblumen,0,,,2015
Havelland,Oelfruechte,Winterraps,7900,3.57,28100,2015
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,,,2015
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2015
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2015
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2015
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,,,2015
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,,,2015
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,,,2015
Kreisfreie Staedte,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2015
Kreisfreie Staedte,Getreide,Brotgetreide zusammen,,,,2015
Kreisfreie Staedte,Getreide,Futter- und Industriegetreide,,,,2015
Kreisfreie Staedte,Getreide,Gerste zusammen,,,,2015
Kreisfreie Staedte,Getreide,Getreide insgesamt,,,,2015
Kreisfreie Staedte,Getreide,Getreide zur Ganzpflanzenernte,,,,2015
Kreisfreie Staedte,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,,,2015
Kreisfreie Staedte,Getreide,Hafer,,,,2015
Kreisfreie Staedte,Getreide,Koernermais (einschl. Corn-Cob-Mix),,,,2015
Kreisfreie Staedte,Getreide,Roggen,,,,2015
Kreisfreie Staedte,Getreide,Roggen und Wintermenggetreide,,,,2015
Kreisfreie Staedte,Getreide,Sommergerste,,,,2015
Kreisfreie Staedte,Getreide,Triticale,,,,2015
Kreisfreie Staedte,Getreide,Weizen zusammen,,,,2015
Kreisfreie Staedte,Getreide,Wintergerste,,,,2015
Kreisfreie Staedte,Getreide,Winterweizen einschl. Dinkel,,,,2015
Kreisfreie Staedte,Hackfruechte,Kartoffeln zusammen,,,,2015
Kreisfreie Staedte,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2015
Kreisfreie Staedte,Hackfruechte,Zuckerrueben,,,,2015
Kreisfreie Staedte,Huelsenfruechte,Erbsen,,,,2015
Kreisfreie Staedte,Huelsenfruechte,Lupinen,,,,2015
Kreisfreie Staedte,Oelfruechte,Raps und Ruebsen zusammen,,,,2015
Kreisfreie Staedte,Oelfruechte,Sonnenblumen,,,,2015
Kreisfreie Staedte,Oelfruechte,Winterraps,,,,2015
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,2500,5.6,14200,2015
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2015
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,2700,5.26,14200,2015
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2015
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,19200,26.87,515800,2015
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,4500,2.75555555555556,12400,2015
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,2400,3.48,8500,2015
Maerkisch-Oderland,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2015
Maerkisch-Oderland,Getreide,Brotgetreide zusammen,,,,2015
Maerkisch-Oderland,Getreide,Futter- und Industriegetreide,,,,2015
Maerkisch-Oderland,Getreide,Gerste zusammen,10400,7.11,74000,2015
Maerkisch-Oderland,Getreide,Getreide insgesamt,63300,5.99,379500,2015
Maerkisch-Oderland,Getreide,Getreide zur Ganzpflanzenernte,,,,2015
Maerkisch-Oderland,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),61100,5.96,363800,2015
Maerkisch-Oderland,Getreide,Hafer,1200,3.36,4100,2015
Maerkisch-Oderland,Getreide,Koernermais (einschl. Corn-Cob-Mix),2200,6.97,15600,2015
Maerkisch-Oderland,Getreide,Roggen,,,,2015
Maerkisch-Oderland,Getreide,Roggen und Wintermenggetreide,14200,4.81,68500,2015
Maerkisch-Oderland,Getreide,Sommergerste,500,3.37,1600,2015
Maerkisch-Oderland,Getreide,Triticale,2200,4.81,10600,2015
Maerkisch-Oderland,Getreide,Weizen zusammen,33000,6.27,206500,2015
Maerkisch-Oderland,Getreide,Wintergerste,9900,7.29,72400,2015
Maerkisch-Oderland,Getreide,Winterweizen einschl. Dinkel,32400,6.29,204000,2015
Maerkisch-Oderland,Hackfruechte,Kartoffeln zusammen,100,19.77,1700,2015
Maerkisch-Oderland,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2015
Maerkisch-Oderland,Hackfruechte,Zuckerrueben,1900,50.05,92900,2015
Maerkisch-Oderland,Huelsenfruechte,Erbsen,900,2.77777777777778,2500,2015
Maerkisch-Oderland,Huelsenfruechte,Lupinen,1000,0.9,900,2015
Maerkisch-Oderland,Oelfruechte,Raps und Ruebsen zusammen,,,,2015
Maerkisch-Oderland,Oelfruechte,Sonnenblumen,500,2.2,1100,2015
Maerkisch-Oderland,Oelfruechte,Winterraps,20800,3.64,75600,2015
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,1900,4.56,8500,2015
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2015
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,600,4.88,2800,2015
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2015
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,8000,29.16,234600,2015
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,17600,5.93,104300,2015
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,3200,4.86,15600,2015
Oberhavel,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2015
Oberhavel,Getreide,Brotgetreide zusammen,,,,2015
Oberhavel,Getreide,Futter- und Industriegetreide,,,,2015
Oberhavel,Getreide,Gerste zusammen,3700,,,2015
Oberhavel,Getreide,Getreide insgesamt,24900,5.33,132700,2015
Oberhavel,Getreide,Getreide zur Ganzpflanzenernte,,,,2015
Oberhavel,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),24500,,,2015
Oberhavel,Getreide,Hafer,1000,3,3000,2015
Oberhavel,Getreide,Koernermais (einschl. Corn-Cob-Mix),,,,2015
Oberhavel,Getreide,Roggen,,,,2015
Oberhavel,Getreide,Roggen und Wintermenggetreide,11400,4.86,55400,2015
Oberhavel,Getreide,Sommergerste,400,,,2015
Oberhavel,Getreide,Triticale,4400,5.27,23200,2015
Oberhavel,Getreide,Weizen zusammen,4000,6.96,27800,2015
Oberhavel,Getreide,Wintergerste,3300,5.61,18300,2015
Oberhavel,Getreide,Winterweizen einschl. Dinkel,3900,7.07,27500,2015
Oberhavel,Hackfruechte,Kartoffeln zusammen,300,,,2015
Oberhavel,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2015
Oberhavel,Hackfruechte,Zuckerrueben,,,,2015
Oberhavel,Huelsenfruechte,Erbsen,200,2,400,2015
Oberhavel,Huelsenfruechte,Lupinen,1300,1,1300,2015
Oberhavel,Oelfruechte,Raps und Ruebsen zusammen,,,,2015
Oberhavel,Oelfruechte,Sonnenblumen,300,1.33333333333333,400,2015
Oberhavel,Oelfruechte,Winterraps,5300,3.59,18900,2015
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,2100,4.95,10500,2015
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2015
Oberspreewald-Lausitz,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,1600,6.42,10500,2015
